FILTER KE DATA TERBARU;
"2024-12-21 11:03:01,348 [ERROR]";
"2024-12-21 11:02:56,280 [ERROR]";
"2024-12-21 11:02:51,053 [ERROR]";
"2024-12-21 11:02:45,805 [ERROR]";
"2024-12-21 10:59:29,867 [ERROR] Serial FAILED: could not open port 'COM11': FileNotFoundError(2, 'The system cannot find the file specified.', None, 2)";
2024-12-21 11:25:04,754 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:25:09,768 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:25:14,781 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:25:19,789 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:25:24,793 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:25:29,801 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:25:34,808 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:25:39,822 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:25:44,826 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:25:49,827 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:25:54,829 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:25:59,841 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:04,851 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:09,857 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:14,861 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:19,871 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:24,880 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:29,895 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:34,904 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:39,915 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:44,918 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:49,933 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:54,942 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:26:59,948 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:27:04,956 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:27:09,966 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:27:14,979 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:27:19,991 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:27:25,009 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:27:30,023 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:27:35,041 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:27:40,054 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:27:45,057 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:27:50,071 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:27:55,084 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:00,098 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:05,118 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:10,124 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:15,141 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:20,158 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:25,172 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:30,172 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:35,183 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:40,193 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:45,193 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:50,194 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:28:55,209 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:00,217 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:05,221 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:10,231 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:15,243 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:20,246 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:25,250 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:30,268 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:35,289 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:40,298 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:45,304 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:50,313 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:29:55,316 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:00,331 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:05,338 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:10,349 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:15,356 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:20,362 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:25,374 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:30,387 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:35,389 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:40,409 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:45,417 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:50,426 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:30:55,429 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:00,444 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:05,444 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:10,447 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:15,458 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:20,478 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:25,491 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:30,498 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:35,515 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:40,527 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:45,534 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:50,554 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:31:55,557 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:00,567 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:05,581 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:10,589 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:15,606 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:20,623 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:25,627 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:30,635 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:35,651 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:40,653 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:45,662 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:50,671 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:32:55,682 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:00,691 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:05,711 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:10,723 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:15,735 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:20,747 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:25,759 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:30,762 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:35,771 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:40,773 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:45,789 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:50,798 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:33:55,809 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:00,813 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:05,831 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:10,839 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:15,850 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:20,862 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:25,863 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:30,876 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:35,881 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:40,887 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:45,905 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:50,907 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:34:55,911 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:00,923 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:05,926 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:10,938 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:15,938 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:20,950 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:25,967 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:30,982 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:35,987 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:41,007 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:46,011 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:51,028 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:35:56,046 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:01,064 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:06,073 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:11,090 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:16,091 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:21,101 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:26,112 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:31,112 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:36,132 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:41,139 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:46,145 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:51,164 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:36:56,182 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:01,192 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:06,196 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:11,202 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:16,207 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:21,214 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:26,226 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:31,242 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:36,257 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:41,268 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:46,274 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:51,278 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:37:56,289 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:01,298 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:06,300 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:11,302 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:16,312 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:21,320 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:26,326 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:31,329 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:36,340 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:41,359 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:46,374 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:51,390 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:38:56,409 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:01,415 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:06,433 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:11,453 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:16,469 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:21,485 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:26,497 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:31,511 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:36,527 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:41,531 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:46,534 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:51,539 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:39:56,541 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:01,546 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:06,558 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:11,571 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:16,586 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:21,605 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:26,619 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:31,634 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:36,641 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:41,648 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:46,657 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:51,665 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:40:56,670 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:01,673 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:06,674 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:11,682 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:16,697 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:21,708 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:26,712 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:31,729 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:36,749 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:41,753 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:46,772 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:51,772 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:41:56,785 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:01,794 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:06,808 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:11,813 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:16,814 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:21,821 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:26,834 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:31,840 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:36,846 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:41,856 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:46,871 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:51,872 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:42:56,888 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:43:01,895 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:43:06,910 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:43:11,923 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:43:16,925 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:43:21,937 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:43:26,949 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
2024-12-21 11:43:31,954 [ERROR] Serial FAILED: could not open port 'COM11': PermissionError(13, 'Access is denied.', None, 5)
